,BIC,FSV,LLR,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,PER_prob,SE_prob,linear_prob,pval,qval,max_ll_null
44,343.407006144,0.440964255386,20.8538784671,4,Lpar1,1.13519024227,1.23787370394,-160.58213981,2.40246389271,0.829579488253,SE,260,0.000648802367892,0.0124243186635,0.00126695632935,5.03037387046e-10,0.999999999497,2.00614299094e-16,4.95687512592e-06,0.00277418719249,-181.436018277
45,438.421890656,0.432464835632,26.0532561429,4,Omp,1.13519024227,1.28139233621,-208.089582066,5.59125270135,4.03989737988,SE,260,0.000410699020873,0.00791920648014,0.00166010856628,1.3227059348e-08,0.999999986773,1.17727158561e-18,3.32128245351e-07,0.000270567797792,-234.142838209
46,371.451513781,0.530409374616,37.1460264571,4,Kif5b,1.13519024227,0.864466909618,-174.604393628,0.639633779269,0.20832762632,SE,260,0.000342911531024,0.00646056219603,0.00156402587891,6.45525834407e-10,0.999999999354,6.80406289574e-28,1.09605868825e-09,3.25748642149e-06,-211.750420086
47,369.538302325,0.380770257516,14.7339689377,4,Sorbs1,1.13519024227,1.58792116399,-173.6477879,-0.691239020555,0.15531662175,SE,260,0.000874513768084,0.0179705266101,0.00147700309753,7.16732057124e-10,0.999999999242,4.14999672134e-11,0.000123795654587,0.0322737443361,-188.381756838
48,402.56949418,0.614457301258,37.5735837643,4,Cck,1.13519024227,0.612661966817,-190.163383828,-0.673485346353,0.281531405833,SE,260,0.000351575581989,0.00717053177906,0.00141215324402,2.27475274969e-11,0.999999999977,6.02296581624e-31,8.80286066263e-10,3.25748642149e-06,-227.736967592
49,485.310090147,0.409217767887,18.2710053558,4,Nr2f2,1.13519024227,1.40965582416,-231.533681812,3.48226077392,1.65031327358,SE,260,0.000734520980013,0.0145057375732,0.00120091438293,0.000767240638916,0.999232759361,3.51142685016e-14,1.91601393131e-05,0.00862786879373,-249.804687167
50,445.881170539,0.412507531772,21.5409902318,4,Scd1,1.13519024227,1.39062671267,-211.819222007,4.20947326365,2.31756178854,SE,260,0.000592853428156,0.0116631673919,0.00117993354797,2.72852861066e-09,0.999999997271,5.23235942218e-16,3.46345994151e-06,0.00205868058923,-233.360212239
51,72.9205636411,0.720274310682,55.875922381,4,Cpe,1.13519024227,0.379205453146,-25.3389185585,-5.62647593746,4.62893334253,SE,260,0.000167004913693,0.00442524054177,0.00123500823975,5.3429262158e-31,1.0,7.63134419091e-47,7.71605002114e-14,1.14660503314e-09,-81.2148409395
52,418.097762307,0.573862249205,30.6421541302,4,Doc2g,1.13519024227,0.725074279874,-197.927517891,-0.833564482811,0.301970904168,SE,260,0.000377236553688,0.00731605491874,0.0011579990387,7.87693737566e-10,0.999999999212,6.31500439188e-25,3.10278740479e-08,4.61074208351e-05,-228.569672022
53,244.151576806,0.540191007766,27.5792100889,4,Slc1a2,1.13519024227,0.831132484014,-110.954425141,-4.57645068978,2.8804535534,SE,260,0.000456670258635,0.00864150939923,0.00116300582886,2.96479157107e-14,1.0,6.86622683683e-20,1.50790842146e-07,0.000160053708164,-138.53363523
54,490.759132498,0.49984318302,25.4274369883,4,Cdhr1,1.13519024227,0.97704049884,-234.258202987,-3.79143720741,2.09231475716,SE,260,0.000418129808707,0.00783189762783,0.00100517272949,9.903032265e-08,0.99999990097,2.1370730809e-20,4.59338551861e-07,0.000325036708603,-259.685639975
55,400.652152458,0.439518497961,27.1838366649,4,Mcf2l,1.13519024227,1.24515745398,-189.204712967,1.49354390019,0.411865226771,SE,260,0.000396921801379,0.00760931490495,0.00116300582886,1.96280171697e-09,0.999999998037,7.66644465288e-19,1.84998857677e-07,0.000171817689068,-216.388549632
56,452.66100831,0.581577663789,29.8456034652,4,Kctd12,1.13519024227,0.702501552323,-215.209140893,1.60186863364,0.590799354103,SE,260,0.000624536899904,0.0122066649053,0.0011579990387,1.90874637524e-17,1.0,3.10633841195e-24,4.67856613451e-08,5.79362439657e-05,-245.054744358
57,268.354996541,0.386733695265,17.587134419,4,Unc13c,1.13519024227,1.54837887494,-123.056135008,2.04817755069,0.571360834224,SE,260,0.000611225219369,0.0124435289546,0.0013279914856,0.00608975906431,0.993910240935,2.77661175179e-13,2.7443876041e-05,0.0110220539992,-140.643269427
58,254.806929474,0.384053240658,14.6277144361,4,Foxd3,1.13519024227,1.56600046756,-116.282101475,3.10759102812,1.22023970548,SE,260,0.000885636981106,0.0181046456008,0.00132393836975,4.61436531641e-08,0.999999953805,5.13262126815e-11,0.000130974199168,0.032987738977,-130.909815911
59,97.2204119082,0.411335045724,20.5702236778,4,Prokr2,1.13519024227,1.39737386064,-37.4888426921,-1.07993143348,0.18079493153,SE,260,0.000527882615546,0.0103990304219,0.00131893157959,9.81998713578e-14,1.0,3.53786541332e-16,5.74832880484e-06,0.00305072021571,-58.0590663699
60,349.254747972,0.29604427891,17.9052186426,4,Ccnd1,1.90760861776,2.21871457582,-163.506010724,2.77776534065,0.48454484052,SE,260,0.000788225682448,0.0197631795652,0.00135898590088,7.61276734505e-06,0.999992387233,7.30351563552e-14,2.32183569178e-05,0.00975395152384,-181.411229366
61,215.177610051,0.238376017876,15.3801964814,4,Pbx1,1.90760861776,2.98119796816,-96.4674417635,-8.77737836378,3.92080442506,SE,260,0.000943306264388,0.0296997120827,0.00176692008972,2.51472048675e-07,0.999999748513,1.45524161997e-11,8.79047599527e-05,0.0261252946579,-111.847638245
62,127.847741145,0.410449330535,35.6980167591,4,Apoe,1.90760861776,1.34021462114,-52.8025073102,2.81174894726,0.497101038691,SE,260,0.000629772428294,0.0124190285894,0.00176000595093,0.00019695178764,0.999803048212,2.56343102e-29,2.30398444767e-09,4.89102984177e-06,-88.5005240693
63,430.462596998,0.283510055305,16.9551212836,4,Sash1,1.90760861776,2.35805754647,-204.109935237,2.59898604431,0.452695260906,SE,260,0.00110488794127,0.0288873522823,0.00133109092712,0.0479486267127,0.952051373287,4.64985835621e-13,3.82739319504e-05,0.0135416816377,-221.065056521
64,300.266566002,0.424730414973,14.962300745,4,Ptgds,1.90760861776,1.26377807765,-139.011919739,-0.162387203781,0.103841856982,SE,260,0.00252537125643,0.0490430801372,0.00136303901672,3.37041739029e-07,0.999999662736,2.22335949102e-10,0.000109680689227,0.0304081137183,-153.974220484
65,469.117400166,0.379488163728,27.4256589305,4,Ptn,1.90760861776,1.52568403487,-223.437336821,4.14031887427,1.12148909961,SE,260,0.00067855809325,0.0139727966561,0.00138401985168,1.2806965696e-08,0.999999987193,8.74314962546e-20,1.63250745033e-07,0.000161727071413,-250.862995751
66,-247.183016899,0.329044015915,13.8914610327,4,Sfrp5,1.90760861776,1.90262325197,134.712871711,1.57172360163,0.142514360529,SE,260,0.00108259108677,0.0247197778058,0.00131607055664,1.50846043687e-07,0.99999984893,2.2379004224e-10,0.000193676389526,0.0429556887814,120.821410679
67,266.778487195,0.451886128197,44.3080979383,4,log_total_count,1.90760861776,1.13176054603,-122.267880335,10.107165295,5.97779442762,SE,260,0.000506006925628,0.00961774787891,0.00116205215454,6.49304589305e-23,1.0,1.27900324809e-28,2.80553358323e-11,2.08451145234e-07,-166.575978274
